,400,450,500,550,600,650,700,750,800,850,900,950,1000,1050,1100,
2017-12-29-15-00-12,16027.1504,31330.1484,39308.5156,45687.6602,42270.6563,38369.2656,33457.0234,24103.8867,18286.0508,13614.0547,6073.7871,2093.3779,3503.4050,2228.1509,1199.4640,
2017-12-29-16-00-00,16140.5332,31557.2813,39559.0859,45995.5781,42560.9102,38627.2656,33700.4063,24260.4375,18428.6250,13750.7520,6087.2314,2092.8904,3512.4341,2238.3877,1197.7595,
2017-12-29-17-00-01,16214.8164,31696.4727,39738.8828,46171.5781,42754.9375,38825.9531,33815.3008,24378.0273,18515.5332,13783.5205,6113.8730,2105.0752,3520.7307,2232.5381,1197.2727,
2018-01-02-09-37-53,16009.5742,31224.4551,39379.0469,45692.3203,42366.4219,38401.5859,33533.2656,24152.0859,18234.5469,13690.8633,6063.2988,2086.7964,3479.4990,2213.7705,1186.0649,
2018-01-02-10-00-09,15954.5898,31135.3008,39140.4180,45450.4375,42128.1055,38212.4141,33376.3555,24078.5547,18194.7500,13657.8496,6023.9463,2086.0652,3474.6196,2205.9712,1184.6050,
2018-01-02-11-11-32,16078.2393,31409.5625,39498.7422,45916.1719,42559.4492,38612.8984,33734.6328,24323.9727,18410.5703,13807.0176,6074.2935,2100.6870,3497.3130,2234.2439,1188.2561,
2018-01-02-14-45-25,16399.8008,32063.4863,40276.6641,46871.6953,43412.7813,39374.6719,34362.0547,24803.7695,18797.4805,14000.4385,6210.6851,2123.1079,3557.3423,2263.9800,1199.6990,
2018-01-02-15-09-15,16419.5898,32211.1719,40406.1445,47021.1680,43554.7344,39534.2578,34506.3477,24838.3320,18864.6035,14046.1660,6215.8193,2123.3516,3562.4675,2264.7109,1198.9685,
2018-01-02-16-31-45,16586.2188,32478.8535,40809.2578,47442.2930,43987.0234,39891.4336,34837.2031,25127.9570,19057.1719,14197.5215,6266.4180,2138.4614,3595.4119,2279.0918,1204.0808,
2018-01-02-16-58-02,16624.8203,32557.5508,40882.2969,47552.1875,44040.9492,39996.7969,34928.0547,25190.2598,19094.0234,14266.4707,6265.4404,2137.9741,3593.9478,2285.1855,1205.0554,
2018-01-02-17-00-06,16648.0313,32611.4746,40950.2227,47626.8438,44169.3047,40045.4688,34970.8125,25192.9375,19129.1680,14279.1855,6281.0850,2141.6299,3599.0732,2289.8169,1207.2458,
2018-01-02-17-34-26,16444.7578,32251.2520,40472.1094,47109.4844,43637.6680,39623.3047,34622.2188,24965.6250,18927.3301,14093.8477,6233.9072,2127.4946,3577.3535,2273.2422,1202.6199,
2018-01-03-12-57-30,16450.3711,32221.6250,40455.3125,47080.6094,43634.4961,39561.0234,34521.1680,24854.6406,18899.0156,14049.3398,6222.1699,2127.9824,3562.4661,2267.8796,1201.8923,
2018-01-03-13-00-11,16372.4297,32085.1094,40294.6719,46895.1758,43450.5859,39407.7578,34385.8672,24785.5156,18811.1465,13984.5400,6192.3496,2127.2512,3557.0967,2264.9548,1197.0234,
2018-01-03-14-07-14,16344.8203,32035.3164,40192.2109,46781.6758,43328.3984,39360.3203,34324.8984,24730.0195,18778.6836,13974.7578,6183.3047,2123.8394,3559.5381,2260.5674,1197.9968,
2018-01-03-15-00-01,16401.0176,32098.4707,40316.8203,46878.2969,43456.4375,39438.8984,34423.0352,24822.5137,18827.7461,14011.9258,6203.5913,2129.2009,3558.8049,2266.6611,1201.4061,
2018-01-03-16-04-55,16567.1582,32447.7695,40774.9297,47409.9766,43961.4023,39919.4219,34788.1406,25087.0742,19037.1582,14203.1387,6262.4995,2130.6631,3573.9346,2278.3608,1205.0577,
2018-01-03-17-50-09,16534.9082,32420.5625,40709.6875,47350.7539,43915.7773,39823.5469,34769.6797,25053.7344,19022.7578,14169.6387,6254.4346,2138.2178,3585.6477,2278.6045,1207.0056,
2018-01-03-18-38-34,16513.6504,32465.7422,40741.0938,47357.6016,43905.0430,39872.7031,34793.9688,25073.2031,19013.4844,14163.0391,6249.7910,2135.0498,3579.3035,2273.4858,1204.3274,
2018-01-03-19-42-46,16461.1211,32247.3750,40513.4922,47112.6602,43643.5195,39645.4453,34552.5078,24911.3535,18903.6523,14082.5918,6228.2783,2124.8145,3564.4170,2262.7612,1200.6758,
2018-01-04-09-20-02,16401.7441,32099.2109,40301.2500,46927.2109,43438.8750,39371.2734,34362.8008,24765.3164,18733.5234,13961.7930,6216.7861,2122.3774,3560.2661,2261.5425,1201.6514,
2018-01-04-10-00-15,16368.7598,32077.8320,40243.8125,46821.0469,43402.0508,39347.6797,34293.5703,24725.3984,18767.2070,13960.5703,6196.0083,2120.9150,3562.2192,2255.9365,1196.0529,
2018-01-04-11-09-47,16301.3223,31881.3203,40040.1172,46572.3164,43158.4297,39141.6445,34149.5234,24633.1426,18633.4434,13887.9434,6197.7188,2126.5205,3571.7363,2249.3557,1200.4342,
2018-01-04-15-40-47,16426.4219,32159.4492,40333.6172,46970.5117,43518.6328,39502.1523,34431.5469,24832.2520,18850.6836,14014.1211,6225.3408,2120.9153,3560.7539,2262.2737,1202.6252,
2018-01-04-16-03-35,16423.9785,32221.8750,40416.8594,47053.4453,43580.8281,39553.0000,34486.9258,24861.2168,18850.6855,14030.5039,6213.8525,2126.0330,3565.3911,2260.5676,1202.8691,
2018-01-04-17-01-46,16517.0664,32347.9434,40566.3125,47175.0469,43754.5117,39706.7617,34614.4609,24960.0352,18921.7109,14096.5234,6254.1846,2134.5627,3591.2588,2272.7546,1207.0073,
2018-01-05-17-07-52,16497.0293,32366.6523,40582.3828,47223.4883,43755.9766,39716.2539,34660.8594,25008.7129,18959.0508,14135.3965,6251.4917,2131.8823,3581.4951,2276.6545,1204.8186,
2018-01-06-10-07-14,16416.6426,32215.0820,40385.7109,47007.4453,43547.8984,39567.3594,34493.9766,24872.1738,18881.1914,14042.9668,6224.1133,2136.2690,3575.3936,2265.4424,1204.5759,
2018-01-06-13-17-24,16453.5391,32220.9102,40404.4492,47046.5859,43585.9531,39550.3281,34518.5156,24882.1523,18879.2383,14049.8164,6244.6455,2135.2944,3573.4414,2267.8799,1208.9580,
2018-01-06-14-53-18,16586.4492,32488.1016,40737.4453,47413.6328,43923.5781,39906.7734,34817.5469,25106.5508,19055.9453,14188.9434,6281.3115,2147.7231,3596.1372,2287.8667,1208.4707,
2018-01-06-15-25-08,16504.6016,32366.1680,40607.4531,47268.5156,43804.2813,39777.8125,34690.5000,25016.9883,19012.2578,14137.8379,6256.8652,2139.9248,3593.9409,2284.9419,1208.9580,
