SerialNumber,T::TP1_T_PCT_400,T::TP1_T_PCT_410,T::TP1_T_PCT_420,T::TP1_T_PCT_450,T::TP1_T_PCT_500,T::TP1_T_PCT_550,T::TP1_T_PCT_600,T::TP1_T_PCT_650,T::TP1_T_PCT_700,T::TP1_T_PCT_750,T::TP1_T_PCT_800,T::TP1_T_PCT_850,T::TP1_T_PCT_900,T::TP1_T_PCT_950,T::TP1_T_PCT_1000,T::TP1_T_PCT_1050,T::TP1_T_PCT_1100,T::TP2_T_PCT_400,T::TP2_T_PCT_410,T::TP2_T_PCT_420,T::TP2_T_PCT_450,T::TP2_T_PCT_500,T::TP2_T_PCT_550,T::TP2_T_PCT_600,T::TP2_T_PCT_650,T::TP2_T_PCT_700,T::TP2_T_PCT_750,T::TP2_T_PCT_800,T::TP2_T_PCT_850,T::TP2_T_PCT_900,T::TP2_T_PCT_950,T::TP2_T_PCT_1000,T::TP2_T_PCT_1050,T::TP2_T_PCT_1100,T::TP3_T_PCT_400,T::TP3_T_PCT_410,T::TP3_T_PCT_420,T::TP3_T_PCT_450,T::TP3_T_PCT_500,T::TP3_T_PCT_550,T::TP3_T_PCT_600,T::TP3_T_PCT_650,T::TP3_T_PCT_700,T::TP3_T_PCT_750,T::TP3_T_PCT_800,T::TP3_T_PCT_850,T::TP3_T_PCT_900,T::TP3_T_PCT_950,T::TP3_T_PCT_1000,T::TP3_T_PCT_1050,T::TP3_T_PCT_1100,T::TP4_T_PCT_400,T::TP4_T_PCT_410,T::TP4_T_PCT_420,T::TP4_T_PCT_450,T::TP4_T_PCT_500,T::TP4_T_PCT_550,T::TP4_T_PCT_600,T::TP4_T_PCT_650,T::TP4_T_PCT_700,T::TP4_T_PCT_750,T::TP4_T_PCT_800,T::TP4_T_PCT_850,T::TP4_T_PCT_900,T::TP4_T_PCT_950,T::TP4_T_PCT_1000,T::TP4_T_PCT_1050,T::TP4_T_PCT_1100,T::TP5_T_PCT_400,T::TP5_T_PCT_410,T::TP5_T_PCT_420,T::TP5_T_PCT_450,T::TP5_T_PCT_500,T::TP5_T_PCT_550,T::TP5_T_PCT_600,T::TP5_T_PCT_650,T::TP5_T_PCT_700,T::TP5_T_PCT_750,T::TP5_T_PCT_800,T::TP5_T_PCT_850,T::TP5_T_PCT_900,T::TP5_T_PCT_950,T::TP5_T_PCT_1000,T::TP5_T_PCT_1050,T::TP5_T_PCT_1100
00263530967HL3K05,2.712545,2.96811,3.211235,3.753385,4.73855,5.81091,6.45225,7.50384,8.78337,11.57891,14.60752,16.702645,19.04295,21.38953,23.41425,24.968595,25.83177,2.57289,2.827695,3.058105,3.58389,4.5232,5.55982,6.185295,7.19704,8.44201,11.199575,14.20468,16.257185,18.562145,21.01147,22.857195,24.489925,25.314825,2.506455,2.761405,2.985535,3.502565,4.449995,5.45696,6.07371,7.084015,8.32382,11.059075,14.039335,16.057835,18.42359,20.81238,22.654585,24.189745,25.188115,2.50709,2.75105,2.97126,3.481395,4.41925,5.42773,6.029945,7.05002,8.26662,11.011265,13.943565,15.925005,18.26259,20.68452,22.5574,24.12623,24.989145,2.707965,2.96558,3.20365,3.73719,4.735675,5.79366,6.43867,7.4872,8.759535,11.57706,14.609595,16.68708,19.06609,21.459485,23.38387,24.939025,25.87209
00263531282HL3K05,2.146425,2.365325,2.573855,3.06009,3.94174,4.909515,5.5068,6.47007,7.681175,10.36127,13.241035,15.14905,17.535255,19.878735,21.74328,23.2204,24.337075,2.28003,2.51933,2.731115,3.23948,4.16978,5.181505,5.792205,6.783675,8.0379,10.77071,13.74963,15.6689,18.07922,20.45422,22.25234,23.854405,24.90686,2.06634,2.290695,2.494295,2.968085,3.838385,4.782775,5.377605,6.33518,7.52741,10.152765,13.035715,14.94452,17.29631,19.61323,21.54816,22.991195,24.032765,2.544935,2.794765,3.030285,3.57272,4.554495,5.626495,6.249425,7.30806,8.59016,11.43455,14.45418,16.44204,18.866895,21.2864,23.21884,24.731055,25.827595,2.146145,2.368895,2.58045,3.064425,3.94053,4.91742,5.505845,6.46963,7.662655,10.346445,13.25472,15.140845,17.543835,19.868035,21.753555,23.18997,24.27404
00263540114HL3K05,2.0029,2.19591,2.377265,2.801455,3.5726,4.42726,4.95156,5.793505,6.871335,9.262865,11.96615,13.84588,16.053145,18.29469,20.19181,21.6502,22.54368,2.01613,2.213735,2.396345,2.809755,3.57533,4.43983,4.96256,5.81423,6.883725,9.261505,11.962945,13.835845,16.090845,18.296025,20.22087,21.618255,22.58871,1.991665,2.19084,2.37404,2.79131,3.561205,4.409485,4.926035,5.77236,6.828995,9.20753,11.90031,13.74767,15.988715,18.220035,20.054675,21.483935,22.438195,1.761835,1.938065,2.10647,2.484285,3.20238,3.99297,4.46834,5.27611,6.294725,8.56799,11.12815,12.91586,15.09275,17.33138,19.11208,20.56278,21.463275,1.997575,2.1947,2.37939,2.793935,3.57095,4.414635,4.940555,5.78193,6.85985,9.247265,11.98858,13.86828,16.071865,18.347245,20.174625,21.57358,22.57732
00263540755HL3K05,2.639565,2.892435,3.1142,3.611175,4.521265,5.52128,6.118695,7.06785,8.28489,10.93141,13.8672,15.82097,18.195095,20.50881,22.39929,24.069685,24.932165,2.71711,2.9572,3.19199,3.687445,4.6288,5.61276,6.22587,7.1879,8.40035,11.05649,13.99628,15.96432,18.37144,20.69205,22.590835,24.160735,25.099125,2.909745,3.16545,3.40576,3.93915,4.904905,5.940565,6.5637,7.56802,8.828295,11.54468,14.52594,16.533605,18.988325,21.2723,23.190295,24.754615,25.65954,2.553475,2.78453,2.99902,3.48506,4.39173,5.346655,5.9456,6.89068,8.06247,10.68872,13.55825,15.500895,17.80811,20.11733,22.04227,23.56166,24.513605,2.63234,2.88203,3.102035,3.59735,4.51196,5.49358,6.089005,7.05264,8.247215,10.88884,13.856995,15.8209,18.18956,20.52861,22.411915,23.908265,24.925195
00263540758HL3K05,2.143515,2.362585,2.564265,3.03909,3.910745,4.87745,5.46548,6.4182,7.61408,10.180855,13.10719,15.016725,17.396265,19.74534,21.646385,23.144015,24.24359,1.96549,2.17584,2.364925,2.81005,3.62598,4.532925,5.09859,5.981795,7.12037,9.563495,12.40465,14.30205,16.62933,18.91339,20.790245,22.219025,23.2846,2.22433,2.45452,2.66613,3.157505,4.056785,5.041965,5.653405,6.636995,7.84154,10.46195,13.43698,15.36776,17.75781,20.105285,22.03105,23.48226,24.558715,2.40346,2.64777,2.873645,3.3915,4.332725,5.362625,5.987795,6.99387,8.249125,10.966235,14.00719,15.945935,18.3279,20.83807,22.697035,24.23341,25.18407,2.12346,2.352845,2.5597,3.03301,3.907105,4.871165,5.456525,6.406335,7.604685,10.18557,13.09894,15.02748,17.39309,19.752795,21.698245,23.08085,24.1877
00263550056HL3K05,2.605035,2.855255,3.083825,3.596785,4.546805,5.590795,6.200065,7.20483,8.46395,11.189415,14.210285,16.18536,18.574345,21.048535,22.884905,24.48425,25.543795,2.637355,2.89645,3.127205,3.65301,4.595615,5.65324,6.275295,7.27528,8.5595,11.285415,14.31657,16.30795,18.683445,21.13523,22.98334,24.56473,25.538815,2.922815,3.195125,3.44136,4.000745,5.00739,6.099375,6.748515,7.81149,9.117605,11.952435,15.050975,17.021525,19.511255,21.917815,23.90393,25.284415,26.352305,2.38328,2.611055,2.824515,3.30818,4.193005,5.17118,5.755535,6.72222,7.91454,10.565605,13.502855,15.36649,17.79731,20.10924,22.103765,23.501015,24.547055,2.607435,2.85666,3.082905,3.60209,4.555265,5.590575,6.207195,7.19997,8.46694,11.19398,14.231895,16.19601,18.60328,21.047045,22.892225,24.47944,25.4543
00263570912HL3J04,0.214575,0.390115,1.401685,2.93685,3.654635,4.40539,5.13807,5.915105,6.80327,7.685955,8.523035,9.422575,10.30914,11.172815,12.19634,13.18373,14.141335,0.180665,0.33507,1.33845,2.87651,3.59176,4.348895,5.084125,5.867205,6.755765,7.64095,8.50186,9.415015,10.23962,11.153265,12.214275,13.210385,14.122115,0.260705,0.469075,1.483315,3.02048,3.73015,4.48637,5.21388,5.99152,6.894585,7.75531,8.58401,9.49335,10.34142,11.214535,12.262595,13.25973,14.09447,0.24708,0.444575,1.47881,3.02969,3.744525,4.50615,5.25119,6.024455,6.88653,7.765265,8.6129,9.51855,10.41378,11.247005,12.26792,13.291285,14.21306,0.212255,0.392545,1.39863,2.932535,3.65744,4.40356,5.13826,5.90972,6.79739,7.675335,8.51068,9.431895,10.274255,11.17351,12.199685,13.226455,14.10538
00263571080HL3J04,0.20309,0.389575,1.339775,2.85214,3.552145,4.2668,4.976535,5.72806,6.601985,7.43146,8.242175,9.127145,9.977605,10.80333,11.807465,12.833775,13.652955,0.18,0.333245,1.26287,2.76644,3.4717,4.18371,4.89367,5.64489,6.51667,7.355825,8.17851,9.05138,9.87064,10.725545,11.77463,12.787615,13.609055,0.24244,0.456295,1.416195,2.933065,3.633965,4.358845,5.05246,5.800215,6.68483,7.527145,8.33069,9.19694,10.01062,10.895625,11.88574,12.842045,13.73559,0.23426,0.42912,1.392865,2.900425,3.609095,4.322105,5.01863,5.771925,6.60468,7.45683,8.26376,9.13399,10.00677,10.84277,11.807155,12.78937,13.69089,0.205295,0.388185,1.340085,2.8491,3.549805,4.268735,4.96512,5.71557,6.585285,7.432155,8.24006,9.11188,9.94186,10.787815,11.83377,12.82119,13.646345
00263571366HL3J04,0.202995,0.37317,1.203405,2.68253,3.34883,4.056285,4.7398,5.486855,6.32614,7.15454,7.942115,8.824835,9.65112,10.48239,11.49597,12.46816,13.298605,0.176145,0.325025,1.16903,2.659755,3.346585,4.04764,4.74316,5.49739,6.355345,7.1965,8.017265,8.891635,9.708725,10.553525,11.620935,12.528025,13.48546,0.24058,0.43957,1.277375,2.764745,3.43583,4.15449,4.841175,5.569815,6.438005,7.26099,8.04442,8.91961,9.710425,10.502085,11.57515,12.512765,13.34219,0.23071,0.415795,1.285735,2.77819,3.47038,4.16538,4.854935,5.60788,6.43412,7.284805,8.07479,8.93371,9.811125,10.608375,11.62687,12.613045,13.472935,0.200605,0.371865,1.199145,2.682465,3.343495,4.046815,4.73793,5.466805,6.31311,7.143445,7.93476,8.820865,9.627735,10.478005,11.494895,12.462315,13.272065
00263571816HL3J04,0.22194,0.41778,1.52822,3.111985,3.838125,4.60026,5.363685,6.15944,7.091545,7.985325,8.824765,9.741235,10.61371,11.535745,12.520025,13.635835,14.43767,0.184175,0.35878,1.451415,3.016665,3.764275,4.52808,5.286025,6.09268,7.02539,7.921605,8.756755,9.68316,10.56907,11.49786,12.525485,13.602455,14.399125,0.265235,0.498985,1.61253,3.189835,3.93148,4.70101,5.452405,6.249475,7.200545,8.087025,8.91046,9.835685,10.694025,11.617085,12.59972,13.695285,14.52203,0.247415,0.466695,1.582305,3.163165,3.90377,4.6575,5.41119,6.21544,7.12567,8.03422,8.8374,9.74945,10.62824,11.53402,12.56724,13.62155,14.5165,0.217325,0.417995,1.5306,3.10559,3.84843,4.61473,5.354395,6.158205,7.083445,7.989335,8.80497,9.724105,10.59425,11.50099,12.53962,13.59936,14.48973
00263571871HL3J04,0.230465,0.4321,1.693535,3.29562,4.0572,4.85238,5.639375,6.46626,7.415325,8.33868,9.19948,10.15201,11.082625,11.96911,13.033905,14.159665,15.007775,0.196245,0.36866,1.616735,3.213945,3.978665,4.784735,5.557155,6.39906,7.358805,8.27166,9.15478,10.10084,11.019475,11.9153,13.018505,14.117835,15.00894,0.27886,0.50979,1.763975,3.363455,4.134675,4.923445,5.701785,6.513105,7.490855,8.394775,9.2489,10.186855,11.094005,11.95088,13.025695,14.106955,15.07709,0.262485,0.48247,1.743,3.34287,4.110455,4.897275,5.676375,6.51156,7.428355,8.346955,9.207835,10.11477,11.043375,11.954775,13.00716,14.12228,15.019125,0.23077,0.43522,1.69599,3.297375,4.057535,4.8446,5.652965,6.450925,7.41774,8.332425,9.19992,10.14493,11.058785,11.95957,13.038355,14.14066,15.004445
00263572176HL3J04,0.192245,0.36477,1.258055,2.727005,3.4054,4.124935,4.82157,5.556895,6.44174,7.27061,8.057325,8.917785,9.803155,10.594695,11.63409,12.68045,13.464235,0.16882,0.318165,1.191955,2.654105,3.34071,4.05189,4.762245,5.4976,6.38497,7.212415,8.012035,8.88272,9.735095,10.61692,11.61923,12.655165,13.4429,0.23062,0.43302,1.325885,2.7943,3.48048,4.2013,4.90334,5.641515,6.53371,7.35705,8.14507,8.990505,9.84925,10.72971,11.690865,12.71885,13.52874,0.216335,0.403825,1.288875,2.75546,3.42561,4.14325,4.826605,5.582175,6.42094,7.2617,8.033025,8.89386,9.74478,10.57776,11.59533,12.61501,13.447535,0.19632,0.36683,1.25632,2.718825,3.39471,4.108565,4.82145,5.55855,6.41871,7.26523,8.041565,8.90905,9.75819,10.597365,11.60398,12.62972,13.48403
00263572455HL3J04,0.222495,0.42546,1.66974,3.26401,4.01688,4.80513,5.59473,6.427495,7.364245,8.287025,9.156385,10.117655,11.01863,11.94362,13.041815,14.051805,15.039405,0.18858,0.36715,1.595295,3.187185,3.948755,4.73425,5.52656,6.347615,7.30726,8.231655,9.11547,10.088885,10.962765,11.857815,13.018795,14.06531,14.918395,0.2673,0.500335,1.76048,3.357675,4.11479,4.907955,5.70445,6.513315,7.480105,8.39828,9.276285,10.231705,11.10131,12.005915,13.11489,14.15973,14.99669,0.25522,0.4766,1.72958,3.32022,4.091655,4.87631,5.64911,6.47469,7.383725,8.315605,9.18844,10.13226,11.050665,11.93369,12.984605,14.07388,14.929715,0.220095,0.425465,1.66838,3.262125,4.01478,4.813175,5.58893,6.41085,7.35462,8.27267,9.146875,10.11239,10.998395,11.87251,13.016035,14.044335,14.951475
00263572564HL3J04,0.20124,0.381515,1.41172,2.937525,3.656295,4.409275,5.126065,5.912565,6.809455,7.684065,8.507015,9.415635,10.326935,11.189285,12.25053,13.3476,14.16633,0.177645,0.33996,1.344745,2.865575,3.594285,4.331695,5.06505,5.848045,6.757295,7.62097,8.457555,9.374015,10.26907,11.1395,12.20881,13.316325,14.20778,0.240765,0.445175,1.47957,3.007725,3.734285,4.489355,5.21786,5.98852,6.90508,7.77621,8.5883,9.501535,10.410125,11.26949,12.334095,13.41391,14.32038,0.227565,0.42243,1.46397,2.9949,3.729175,4.46444,5.197725,5.98504,6.85399,7.747095,8.55382,9.460075,10.361485,11.292895,12.299005,13.364055,14.3397,0.20228,0.38189,1.408355,2.93985,3.656525,4.405625,5.118515,5.904165,6.803815,7.677355,8.49267,9.39536,10.31031,11.163625,12.25365,13.306865,14.198455
00263550641LB7414,2.314655,2.546665,2.75834,3.25505,4.15676,5.14551,5.741125,6.710415,7.93204,10.6486,13.620405,15.496905,17.936,20.376145,22.28155,23.747205,24.714045,2.133955,2.358845,2.54551,3.022715,3.878235,4.82189,5.389905,6.33994,7.50412,10.158285,13.047105,14.8868,17.344605,19.733655,21.600085,23.032165,23.98893,1.916325,2.123955,2.30069,2.74791,3.543505,4.439735,4.98644,5.86087,6.988515,9.53079,12.33385,14.16505,16.52835,18.844,20.734845,22.16364,23.15049,2.15944,2.375545,2.573175,3.051795,3.91255,4.8725,5.46213,6.416965,7.60156,10.274735,13.238835,15.081845,17.45084,19.887995,21.80804,23.25159,24.19994,2.30019,2.533595,2.740255,3.237565,4.132895,5.116735,5.719645,6.67384,7.898285,10.612195,13.56253,15.456835,17.878145,20.33624,22.18905,23.685605,24.60887
00263550677LB7414,1.212445,1.36883,1.52051,1.92404,2.677085,3.5454,4.092805,4.954325,6.05327,8.56076,11.231695,13.05007,15.34476,17.67502,19.368755,20.78626,21.76228,1.27502,1.43415,1.597565,2.007265,2.79266,3.678045,4.248805,5.1185,6.234905,8.77693,11.497385,13.31505,15.610845,17.97816,19.632865,21.072135,21.9285,1.09831,1.240815,1.382075,1.764305,2.462155,3.279495,3.799265,4.615315,5.66074,8.06911,10.6821,12.460115,14.684725,16.927895,18.665525,19.953475,20.928515,1.199045,1.35056,1.50333,1.898875,2.641075,3.50645,4.04102,4.898715,6.001435,8.45729,11.115965,12.960475,15.154775,17.5322,19.27151,20.6111,21.57763,1.219815,1.375135,1.528625,1.929965,2.689075,3.560945,4.108195,4.965565,6.083175,8.58081,11.249805,13.088525,15.35599,17.73278,19.42882,20.79549,21.72957
00263550990LB7414,1.827965,2.025485,2.2007,2.650635,3.439795,4.32386,4.85812,5.725735,6.855325,9.445125,12.198705,14.07737,16.41278,18.76567,20.658535,21.960595,23.00545,1.88386,2.077945,2.258995,2.70634,3.509505,4.40624,4.95215,5.839735,6.979995,9.594385,12.3314,14.2367,16.573335,18.921,20.77789,22.056335,23.16174,1.72844,1.90981,2.08052,2.504195,3.259365,4.10246,4.632415,5.482725,6.561375,9.083465,11.768155,13.629265,15.844685,18.21268,20.01586,21.3271,22.25519,1.853075,2.046805,2.22626,2.67499,3.471845,4.358005,4.90088,5.79398,6.919875,9.500825,12.307525,14.17672,16.42426,18.84237,20.72038,22.010395,23.0548,1.82449,2.020955,2.19815,2.635795,3.43135,4.30676,4.84414,5.712945,6.84446,9.423415,12.16715,14.104895,16.36747,18.72146,20.62888,21.929465,22.912285
00263551269LB7414,1.46992,1.630195,1.77948,2.134495,2.788855,3.539155,3.997085,4.731515,5.6972,7.956415,10.52657,12.16541,14.437965,16.647515,18.437375,19.75309,20.82913,1.47245,1.63507,1.784625,2.14205,2.792765,3.538705,3.988645,4.73365,5.68188,7.93292,10.496545,12.15033,14.42889,16.63209,18.36215,19.75563,20.685195,1.317595,1.47103,1.60814,1.94267,2.54735,3.249295,3.680225,4.383395,5.302315,7.46561,9.950855,11.575025,13.71835,15.89667,17.67896,19.02376,19.966605,1.448795,1.609775,1.75639,2.11113,2.756975,3.50212,3.950645,4.696,5.664655,7.89269,10.47508,12.132685,14.30117,16.549645,18.3901,19.719105,20.728325,1.46012,1.62076,1.771075,2.12227,2.770715,3.51121,3.966855,4.706355,5.679685,7.918715,10.47018,12.159665,14.35782,16.59594,18.376365,19.72784,20.69752
00263551352LB7414,1.33905,1.486805,1.624985,1.960995,2.579155,3.28535,3.719555,4.41907,5.343,7.51033,9.993485,11.629455,13.80403,16.01922,17.75039,19.07466,20.088775,1.30148,1.450615,1.584515,1.91338,2.52793,3.212715,3.644765,4.34869,5.248175,7.399455,9.86986,11.496715,13.65527,15.88862,17.555815,18.91746,19.84708,1.224075,1.365085,1.49334,1.810285,2.382455,3.05045,3.463795,4.136505,5.01959,7.098295,9.51117,11.098165,13.19441,15.39166,17.04432,18.411565,19.40793,1.37723,1.53392,1.677355,2.02247,2.6526,3.379075,3.81524,4.547475,5.496795,7.6896,10.21871,11.87648,14.0234,16.24219,18.085895,19.381855,20.502955,1.33433,1.481515,1.61977,1.95162,2.570905,3.270515,3.704935,4.408465,5.33138,7.49096,9.95136,11.61736,13.78118,15.99408,17.72748,19.053825,20.0796
00263552284LB7414,2.25285,2.504915,2.746725,3.35836,4.443035,5.62981,6.369765,7.522715,8.93124,11.96992,15.204835,17.207015,19.779295,22.270345,24.29169,25.70772,26.716695,2.39728,2.66949,2.916025,3.554225,4.677095,5.922185,6.68582,7.856765,9.303425,12.404325,15.63976,17.652445,20.300625,22.77433,24.813045,26.193065,27.240455,2.043275,2.27995,2.503615,3.077135,4.100185,5.239765,5.93531,7.039425,8.391505,11.327725,14.494285,16.466925,18.971835,21.504745,23.31524,24.969855,25.857605,1.89536,2.126135,2.335225,2.888375,3.85316,4.94722,5.6034,6.679055,7.97598,10.80414,13.962015,15.859465,18.254395,20.766595,22.66746,24.175025,25.216045,2.268205,2.52657,2.757225,3.36959,4.45651,5.669425,6.394005,7.55482,8.970325,12.000795,15.229535,17.276165,19.80557,22.32105,24.33186,25.771085,26.745495
00263553461LB7414,3.15723,3.432695,3.67771,4.25024,5.24497,6.30523,6.94697,7.97456,9.286865,12.20248,15.27506,17.289875,19.696475,22.267095,24.211605,25.5383,26.54415,3.04987,3.317095,3.54917,4.104335,5.089465,6.13882,6.767345,7.764405,9.072445,11.973785,14.94088,16.94383,19.4139,21.873975,23.874035,25.130255,26.220135,2.9279,3.17946,3.41372,3.96214,4.91892,5.936715,6.568885,7.561895,8.814835,11.68901,14.685845,16.68148,19.06294,21.586965,23.51003,24.83045,25.88057,3.176435,3.44652,3.69649,4.26166,5.27379,6.361255,7.005695,8.04793,9.351175,12.281985,15.415005,17.389885,19.813035,22.412445,24.36569,25.581115,26.723865,3.1533,3.418535,3.658665,4.22546,5.22229,6.28334,6.91861,7.94625,9.255655,12.167345,15.218685,17.26554,19.671445,22.24994,24.20296,25.47979,26.55193
00263553584LB7414,2.037385,2.2315,2.415315,2.85344,3.63417,4.491735,5.00371,5.836395,6.945025,9.4798,12.205165,14.03345,16.296655,18.638675,20.502455,21.725255,22.791315,1.996855,2.19614,2.37494,2.80547,3.5743,4.424475,4.92967,5.77059,6.86889,9.396705,12.107525,13.931835,16.180875,18.485275,20.31256,21.598145,22.59698,1.78761,1.97346,2.141915,2.53142,3.260375,4.04768,4.521165,5.32011,6.35444,8.79159,11.402885,13.171295,15.345485,17.656795,19.408895,20.763755,21.5757,2.09609,2.303945,2.488885,2.933005,3.72729,4.60047,5.126155,5.994855,7.113865,9.67063,12.459975,14.29463,16.541315,18.965545,20.729795,21.98064,23.06175,2.02648,2.227365,2.41348,2.845065,3.624085,4.47134,4.987725,5.82971,6.93139,9.463875,12.180605,14.04001,16.27777,18.616065,20.47733,21.67192,22.73874
00263311784LW7412,0.17138,0.323085,1.130725,2.62482,3.290525,3.992255,4.683795,5.41771,6.306075,7.12296,7.96258,8.865555,9.618635,10.667435,11.682455,12.70607,13.51204,0.154735,0.28583,1.06039,2.542035,3.20274,3.89541,4.5927,5.30532,6.193355,7.01227,7.807745,8.727975,9.504245,10.55368,11.52599,12.58038,13.305675,0.19893,0.37495,1.19197,2.692475,3.364065,4.061595,4.765935,5.491815,6.423085,7.23131,8.045125,8.9543,9.70567,10.77061,11.729095,12.759765,13.49399,0.19501,0.370395,1.20084,2.70467,3.37815,4.088875,4.791255,5.52584,6.375635,7.20503,8.079415,8.954865,9.728205,10.72954,11.769765,12.788105,13.550855,0.171965,0.3272,1.133385,2.62827,3.294505,3.9869,4.688285,5.40796,6.30279,7.12544,7.95898,8.85856,9.626115,10.67042,11.68818,12.71484,13.47851
